# mass ratio M2/M1 top bottom
# filling factor rho = L_tip/Lagrange_point_1
0.000 0.00 0.3000 0.5000 0.7000 0.8000 0.9000 0.9500 0.9900
1e-20 0.25 0.2456 0.2308 0.2034 0.1854 0.1641 0.1509 0.1365
0.001 0.25 0.2464 0.2342 0.2110 0.1958 0.1789 0.1708 0.1666
0.010 0.25 0.2472 0.2374 0.2118 0.2068 0.1948 0.1901 0.1880
0.100 0.25 0.2482 0.2420 0.2303 0.2232 0.2168 0.2143 0.2131
1.000 0.25 0.2489 0.2452 0.2385 0.2346 0.2308 0.2291 0.2280
3.000 0.25 0.2490 0.2455 0.2394 0.2359 0.2324 0.2308 0.2297
10.00 0.25 0.2489 0.2453 0.2391 0.2355 0.2320 0.2304 0.2292
100.0 0.25 0.2487 0.2447 0.2377 0.2337 0.2298 0.2279 0.2267
