-3.685121206526493e-05 1.839502392450683e-06 -1.062037201456362e-06
-3.685121206526492e-05 -4.949212859661013e-22 -2.124074402912724e-06
-3.685121206526493e-05 -1.839502392450683e-06 -1.062037201456361e-06
-3.685121206526493e-05 -1.839502392450683e-06 1.062037201456363e-06
-3.685121206526492e-05 1.484763857898304e-21 2.124074402912724e-06
-3.685121206526493e-05 1.839502392450684e-06 1.062037201456362e-06
-3.666794806571167e-05 3.671000899520619e-06 2.123407590224904e-06
-3.648513801920881e-05 5.498336820233938e-06 1.061375842374512e-06
-3.648513801920881e-05 5.498336820233938e-06 -1.061375842374512e-06
-3.666794806571167e-05 3.671000899520619e-06 -2.123407590224904e-06
-3.666806214160796e-05 -5.134296689232507e-09 4.239895655132083e-06
-3.648525294246159e-05 1.824846485423684e-06 5.29337092762864e-06
-3.648491437663813e-05 3.661469043702285e-06 4.238890199052653e-06
-3.611984617838604e-05 5.471118225394446e-06 5.28650169409923e-06
-3.593827696033288e-05 7.289427895161528e-06 4.222323155784393e-06
-3.612017898386918e-05 7.307046531977514e-06 2.112643817826095e-06
-3.612122887213338e-05 1.799017729578227e-06 7.385383045167289e-06
-3.575758821237479e-05 3.607237498812149e-06 8.420584635856126e-06
-3.575603899661274e-05 5.442671552802472e-06 7.376077845931615e-06
-3.521235615474293e-05 7.221319499052244e-06 8.394405367407355e-06
-3.503286407349871e-05 9.031312940928895e-06 7.325117345065876e-06
-3.53943474571786e-05 9.070826599370447e-06 5.242498987399634e-06
-3.521697433044006e-05 3.548662817592054e-06 1.047354925344666e-05
-3.467567620682281e-05 5.327191459569028e-06 1.147789325185058e-05
-3.467187547361259e-05 7.164314450092408e-06 1.044304420897954e-05
-3.594463901373268e-05 -5.79768368694553e-08 8.396611674184613e-06
-3.540587179134068e-05 -1.095081528518655e-07 1.043723015976054e-05
-3.504150255638743e-05 1.688930955423973e-06 1.147885593457412e-05
-3.648798864769423e-05 -1.849587930878525e-06 5.265855265758428e-06
-3.612845658064399e-05 -1.876601651438349e-06 7.330519360220271e-06
-3.666860299609284e-05 -3.67437746873714e-06 2.10618785496502e-06
-3.648829197846246e-05 -3.679288393880057e-06 4.194151661225736e-06
-3.612764005343093e-05 -5.511452556385011e-06 5.190475665743609e-06
-3.576888870730019e-05 -5.519054774830675e-06 7.256042846166977e-06
-3.576924822783509e-05 -3.713761645147949e-06 8.324204370794964e-06
-3.523028333780716e-05 -3.739792270873172e-06 1.036168965259782e-05
-3.505065693788416e-05 -1.954199211084525e-06 1.140859660143849e-05
-3.523083577078831e-05 -7.333401457060358e-06 8.217843799290679e-06
-3.469302444788111e-05 -7.333811052810896e-06 1.025342834609942e-05
-3.469055926091672e-05 -5.545206294180934e-06 1.132869401422785e-05
-3.397827782450023e-05 -5.548663986912958e-06 1.331211804295619e-05
-3.380529757936542e-05 -3.740933396323056e-06 1.434331885035707e-05
-3.433640060759537e-05 -1.951752420485432e-06 1.340618433977563e-05
-3.397924551091913e-05 -1.422355523766493e-07 1.441922904681479e-05
-3.432964221810554e-05 1.653752061523204e-06 1.346344280056423e-05
-3.379177301581501e-05 3.447601991389921e-06 1.44483092334288e-05
-3.396248072328612e-05 5.261319550474e-06 1.346818259663887e-05
-3.309821698855467e-05 -1.727243478710763e-07 1.6340187306955e-05
-3.256710725531618e-05 1.590605895457593e-06 1.730251486501974e-05
-3.290929904105987e-05 3.41490598146473e-06 1.636581731879042e-05
-3.292575262860617e-05 -3.74577998679256e-06 1.625999596797451e-05
-3.257635954713964e-05 -1.987174906620172e-06 1.724399771787694e-05
-3.22031249531179e-05 5.175725488414727e-06 1.728276979163373e-05
-3.238424181743331e-05 6.992541404882487e-06 1.627540381554852e-05
-3.325926194653499e-05 7.045086454286405e-06 1.437747454776317e-05
-3.326448413738402e-05 8.864915589597962e-06 1.331956791383303e-05
-3.396441898384239e-05 8.918367246313643e-06 1.137560950006984e-05
-3.379066752949661e-05 1.072214242559745e-05 1.028348056177578e-05
-3.431864062223169e-05 1.07781417804335e-05 8.281671833101378e-06
-3.239198091430107e-05 1.058500435084607e-05 1.418593592570807e-05
-3.221897634251619e-05 1.235561523347971e-05 1.31072445003043e-05
-3.291676411971595e-05 1.243886798940022e-05 1.114830595998505e-05
-3.151759957211022e-05 8.720652291261096e-06 1.712059179979456e-05
-3.152060583772779e-05 1.049333960454815e-05 1.608927451174781e-05
-3.153039833212413e-05 -2.062441335468444e-06 1.908150516870932e-05
-3.100717903928529e-05 -2.976395443762985e-07 2.00247292484934e-05
-3.151975956043868e-05 1.540953555679721e-06 1.914820467144418e-05
-3.082035384113712e-05 3.323204673118631e-06 2.003960135720773e-05
-3.116035294272264e-05 5.133580748465953e-06 1.911026624440585e-05
-3.029588950385293e-05 6.864225251375848e-06 1.993903241425818e-05
-3.047285255572189e-05 8.634609030644818e-06 1.895711757502381e-05
-3.224861635198147e-05 -5.583641160789067e-06 1.706965780320199e-05
-3.122279600172655e-05 -5.636708748732732e-06 1.886499528398223e-05
-3.085188528796799e-05 -3.87375822284971e-06 1.989167399082099e-05
-3.329013620010601e-05 -7.339983444935629e-06 1.415680039961859e-05
-3.243908438904146e-05 -7.36999875656537e-06 1.599726367467375e-05
-3.399317748253263e-05 -9.126596508686361e-06 1.112171945145464e-05
-3.330303420067109e-05 -9.129302741251419e-06 1.304175092676182e-05
-2.945209834222675e-05 1.031405796576911e-05 1.971592336835085e-05
-2.947629764648192e-05 1.208164619781849e-05 1.864685563184501e-05
-3.049894332357892e-05 1.217432063955829e-05 1.685597507884042e-05
-3.034520356664886e-05 1.39301687758684e-05 1.573666232473101e-05
-3.119316691179717e-05 1.401958648144456e-05 1.389104228091679e-05
-3.245713402673752e-05 -1.090531254441788e-05 1.378884084421643e-05
-3.159929572924613e-05 -1.089311712885021e-05 1.566358935177232e-05
-3.159265255209405e-05 -9.146529749080316e-06 1.67561577045577e-05
-3.056528976037405e-05 -9.143889678805471e-06 1.856544818081013e-05
-3.03850116813483e-05 -7.420333544443701e-06 1.960135806421747e-05
-2.830555207216523e-05 1.37220459060443e-05 1.931384738446669e-05
-2.817182435179278e-05 1.546381062805302e-05 1.815881043184184e-05
-2.918631179990632e-05 1.557803250556256e-05 1.637093856571513e-05
-2.889041022342653e-05 1.726138162361655e-05 1.51628633283473e-05
-2.976754699197917e-05 1.731263168007391e-05 1.329245850618165e-05
-3.090899341462534e-05 1.571742346738745e-05 1.265386298288493e-05
-3.162469682318235e-05 1.575284072700221e-05 1.068878302800052e-05
-3.260782573107641e-05 1.413869664200638e-05 9.967471148955028e-06
-3.315656711767519e-05 1.414736687654081e-05 7.938361933034246e-06
-3.399309274329206e-05 1.250350362313794e-05 7.117272345521296e-06
-3.4361002858443e-05 1.250727134554365e-05 5.041147567689551e-06
-3.504875813908516e-05 1.082168358099801e-05 4.123013476680091e-06
-3.523498317512428e-05 1.081530925949029e-05 2.012105618130275e-06
-3.576299820060352e-05 9.082244856202744e-06 1.021915272335752e-06
-3.576510634412947e-05 9.065056830769034e-06 -1.097923310738204e-06
-3.612261380166838e-05 7.289958926037088e-06 -2.129975056294644e-06
-3.116887491242099e-05 1.738080732987933e-05 9.430392144743308e-06
-3.170007341275162e-05 1.738624631876076e-05 7.439577092665503e-06
-3.270303047090542e-05 1.576597775514634e-05 6.668528037839447e-06
-3.306457853107577e-05 1.574409104330409e-05 4.623934096704876e-06
-3.388665559889687e-05 1.412948133296945e-05 3.817833460383342e-06
-3.406804408474118e-05 1.410218353713892e-05 1.737905196834982e-06
-3.473030856885491e-05 1.247420900704439e-05 8.504699341596646e-07
-2.932170743150864e-05 1.892804667810422e-05 1.202040119965493e-05
-3.000829573050299e-05 1.896133521163123e-05 1.012390621701856e-05
-3.473064543375096e-05 1.243947755621046e-05 -1.25107499048749e-06
-3.523892360485229e-05 1.076386429047564e-05 -2.209301123845778e-06
-3.240541963081557e-05 1.73413414350505e-05 3.419090307661222e-06
-3.257866158674674e-05 1.729836279088044e-05 1.385993044537963e-06
-3.341624037207729e-05 1.567218928368665e-05 5.107692238666817e-07
-3.340956494845095e-05 1.561799316348812e-05 -1.550091045286146e-06
-3.406265843538872e-05 1.401360243106822e-05 -2.424411261771855e-06
-3.104663157028399e-05 1.897034765592935e-05 6.225439799756695e-06
-3.139168109130315e-05 1.89479362073056e-05 4.249893468544429e-06
-2.935230230059038e-05 2.053684698685342e-05 8.899651017960204e-06
-2.986107876514127e-05 2.054130571491046e-05 6.992442867609113e-06
-2.799602848643185e-05 2.04211500783693e-05 1.271701777979993e-05
-2.736931034601589e-05 2.193849505914007e-05 1.149551253627631e-05
-2.803640173187213e-05 2.201889055199678e-05 9.573513437417099e-06
-2.75892149330884e-05 1.8765419572835e-05 1.578663264852371e-05
-2.713941929101166e-05 2.030904223222591e-05 1.461226357907802e-05
-2.68553710543226e-05 1.698824239191921e-05 1.878063334172082e-05
-2.656966291471276e-05 1.860689125961818e-05 1.761704098307627e-05
-2.905623351892044e-05 2.202751303493026e-05 5.748694281147489e-06
-2.943828114309026e-05 2.195216543310147e-05 3.743468830681376e-06
-3.058693211830893e-05 2.044243590476898e-05 3.011630889990636e-06
-3.079121144319363e-05 2.033490898955921e-05 9.572340335884743e-07
-3.176762003975194e-05 1.879668857793186e-05 1.622906725015327e-07
-3.17912722246851e-05 1.865667303081096e-05 -1.940897860671892e-06
-3.259293616752879e-05 1.71028065658818e-05 -2.778136479299536e-06
-2.722635794619421e-05 2.348816240762891e-05 8.339974966790508e-06
-2.773766092594377e-05 2.349250907846976e-05 6.422437722822346e-06
-2.983053290495448e-05 2.173911525855334e-05 -2.714721531344179e-07
-2.984307590296556e-05 2.16026919707946e-05 -2.28867713165678e-06
-3.082582628242686e-05 2.005711381027231e-05 -3.162932556283765e-06
-2.848445988638087e-05 2.334306988625786e-05 2.502030378431481e-06
-2.867397994901165e-05 2.323860798217596e-05 5.417524181591548e-07
-2.678608268411904e-05 2.486552385877115e-05 5.170591882614401e-06
-2.715243349528818e-05 2.479252825221405e-05 3.255675182702174e-06
-2.606004937926013e-05 2.606472658472742e-05 2.006832619343613e-06
-2.630158137778409e-05 2.589884758930176e-05 5.772525937042256e-09
-2.758204088432348e-05 2.45205382205271e-05 -7.05513131929028e-07
-2.764171595583653e-05 2.430866280103452e-05 -2.747357747108841e-06
-2.874439863257351e-05 2.288912999314242e-05 -3.517214545189016e-06
-3.389025030370218e-05 1.39132204454796e-05 -4.5162765566455e-06
-3.441157769116496e-05 1.219469226491783e-05 -5.44576203272588e-06
-3.50883139595644e-05 1.06180993492161e-05 -4.311578879416502e-06
-3.242451948302473e-05 1.69662195214915e-05 -4.829229150878894e-06
-3.306865738606104e-05 1.538102711556445e-05 -5.693103398127879e-06
-3.065833966460209e-05 1.988308613958384e-05 -5.220403942603088e-06
-3.145433146411228e-05 1.834543017309071e-05 -6.04927654006552e-06
-2.861950998993514e-05 2.26288950685733e-05 -5.601810302005381e-06
-2.954869022111089e-05 2.11670844730156e-05 -6.430627020532823e-06
-3.545081190422687e-05 8.818143924307875e-06 -5.291861280262099e-06
-3.595862016056626e-05 7.188790085921725e-06 -4.221665073984046e-06
-3.614262199595766e-05 5.35099324136705e-06 -5.253691020262595e-06
-3.649026898830757e-05 3.62490936228057e-06 -4.224195074146104e-06
-3.649065064193641e-05 1.777502556663441e-06 -5.272231324347449e-06
-3.666878835905987e-05 -1.590867220524427e-08 -4.233583581418579e-06
-2.6409332887529e-05 2.548246322622108e-05 -3.964180509021382e-06
-2.627666230757798e-05 2.523365364937305e-05 -5.943337801700781e-06
-2.738255623841156e-05 2.379779162514723e-05 -6.810598385196455e-06
-2.507692672436949e-05 2.705870433864233e-05 -1.223841624830992e-06
-2.512677127314589e-05 2.685581189278387e-05 -3.151865434079446e-06
-3.114392678068968e-05 1.808626519449804e-05 -8.09112839729418e-06
-3.184235447545972e-05 1.639558282597294e-05 -8.931564700768181e-06
-3.2793094949642e-05 1.506766922609818e-05 -7.752534454283096e-06
-3.333847802807807e-05 1.329098745364121e-05 -8.626648133933567e-06
-3.413316216409025e-05 1.188502112000529e-05 -7.496468262131694e-06
-2.923802707686438e-05 2.088071125811645e-05 -8.465057161996476e-06
-3.003627513813996e-05 1.933698762906027e-05 -9.296591203644731e-06
-2.70699669945568e-05 2.349120371536402e-05 -8.826310535269401e-06
-2.799617975332905e-05 2.203585017863427e-05 -9.651877997167886e-06
-3.45137607219244e-05 1.002570215075918e-05 -8.414816692133903e-06
-3.515312021979821e-05 8.534873475931931e-06 -7.344221967673687e-06
-3.533361383567383e-05 6.712305799420931e-06 -8.306877085569054e-06
-3.58165003694173e-05 5.158021564159742e-06 -7.286743962800762e-06
-3.580992620371782e-05 3.331342116307927e-06 -8.311129149316289e-06
-3.613906019174069e-05 1.677151064868994e-06 -7.326596447981512e-06
-3.290026868281862e-05 1.291832247972888e-05 -1.064014979482243e-05
-3.324968266302367e-05 1.114716559579123e-05 -1.152053925545228e-05
-3.406668872581544e-05 9.659912173189899e-06 -1.0424506646017e-05
-3.140302613221852e-05 1.601977011466038e-05 -1.094259740467515e-05
-3.191773071271877e-05 1.43203149312084e-05 -1.177754512492098e-05
-3.424141483045279e-05 7.823745115952093e-06 -1.135068480390762e-05
-3.486866280968204e-05 6.36695802315413e-06 -1.030348106924521e-05
-3.485945514940909e-05 4.556669784998365e-06 -1.125071863949238e-05
-3.531873397096478e-05 3.075479470654775e-06 -1.027871487404963e-05
-2.957736190312545e-05 1.89737926487426e-05 -1.130037070729165e-05
-3.024851124358554e-05 1.734878013398623e-05 -1.210664768453426e-05
-2.753338316502741e-05 2.16595339695239e-05 -1.163189247108819e-05
-2.831703808674254e-05 2.014171569288312e-05 -1.244910300741283e-05
-3.513411645737549e-05 1.227040031904116e-06 -1.125218895450511e-05
-3.547094224775487e-05 -4.084405853435972e-07 -1.020631937051226e-05
-3.597873626763222e-05 -2.142196183113484e-07 -8.246706572172694e-06
-3.615896243039067e-05 -1.966689799498591e-06 -7.1543755799069e-06
-3.649707496709923e-05 -1.868777785714623e-06 -5.195643481012547e-06
-3.649717982929332e-05 -3.687198212260809e-06 -4.109009199302965e-06
-3.666985094410398e-05 -3.674006594955107e-06 -2.085001205193255e-06
-3.648596380274263e-05 -5.501121913787828e-06 -1.017657026129347e-06
-3.648499627346124e-05 -5.501565377536617e-06 1.049451318757733e-06
-3.612128930021286e-05 -7.313509750789667e-06 2.070883184455525e-06
-3.594380401155514e-05 -7.318465590974084e-06 4.123898316019182e-06
-3.54047380324954e-05 -9.118545375313073e-06 5.087256415490459e-06
-3.505144892394006e-05 -9.126062519211147e-06 7.11578765675894e-06
-3.434420606390923e-05 -1.089928487572597e-05 8.01277865572955e-06
-3.382398480594104e-05 -1.089943229544379e-05 9.983183371685673e-06
-3.296560887244266e-05 -1.264240552942227e-05 1.076855314547628e-05
-3.228779081259714e-05 -1.264531955857927e-05 1.26537733681125e-05
-2.965489796561147e-05 1.689624882266807e-05 -1.40579986171505e-05
-3.022044209555356e-05 1.512117677127995e-05 -1.485255585241628e-05
-3.132722077277914e-05 1.387352533412155e-05 -1.373513946799244e-05
-3.171565725780085e-05 1.203510803564572e-05 -1.455323957145632e-05
