55460.9115900000 1.0020610000
55460.9137812831 1.0024260000
55460.9159725662 1.0019500000
55460.9181638493 1.0019880000
55460.9203551324 1.0023300000
55460.9225464155 1.0017150000
55460.9247376986 1.0018490000
55460.9269289817 1.0020550000
55460.9291202648 1.0020150000
55460.9313115478 1.0016320000
55460.9335028309 1.0023490000
55460.9356941140 1.0021550000
55460.9378853971 1.0015110000
55460.9400766802 1.0022360000
55460.9422679633 1.0021820000
55460.9444592464 1.0013100000
55460.9466505295 1.0020060000
55460.9488418126 1.0021650000
55460.9510330957 1.0015220000
55460.9532243788 1.0019330000
55460.9554156619 1.0025260000
55460.9576069450 1.0014140000
55460.9597982281 1.0018340000
55460.9619895112 1.0024650000
55460.9641807943 1.0011910000
55460.9663720773 1.0013710000
55460.9685633604 1.0026600000
55460.9707546435 1.0015040000
55460.9729459266 1.0016280000
55460.9751372097 1.0025970000
55460.9773284928 1.0015910000
55460.9795197759 1.0012910000
55460.9817110590 1.0022770000
55460.9839023421 1.0012360000
55460.9860936252 1.0009920000
55460.9882849083 1.0019130000
55460.9904761914 1.0015440000
55460.9926674745 1.0008140000
55460.9948587576 1.0020320000
55460.9970500407 1.0017030000
55460.9992413238 1.0008110000
55461.0014326068 1.0017710000
55461.0036238899 1.0014150000
55461.0058151730 1.0005690000
55461.0080064561 1.0014420000
55461.0101977392 1.0015100000
55461.0123890223 1.0007160000
55461.0145803054 1.0012480000
55461.0167715885 1.0018060000
55461.0189628716 1.0006910000
55461.0211541547 1.0009830000
55461.0233454378 1.0016320000
55461.0255367209 1.0003860000
55461.0277280040 1.0004490000
55461.0299192871 1.0016070000
55461.0321105702 1.0006260000
55461.0343018533 1.0005090000
55461.0364931364 1.0013510000
55461.0386844195 1.0006450000
55461.0408757025 1.0003240000
55461.0430669856 1.0009690000
55461.0452582687 1.0002220000
55461.0474495518 1.0000410000
55461.0496408349 1.0004460000
55461.0518321180 1.0002730000
55461.0540234011 0.9998600000
55461.0562146842 1.0004320000
55461.0584059673 1.0003650000
55461.0605972504 0.9998430000
55461.0627885335 1.0001490000
55461.0649798166 0.9998340000
55461.0671710997 0.9996110000
55461.0693623828 0.9996850000
55461.0715536659 0.9998570000
55461.0737449490 0.9995930000
55461.0759362320 0.9995410000
55461.0781275151 0.9997550000
55461.0803187982 0.9995630000
55461.0825100813 0.9992670000
55461.0847013644 0.9994000000
55461.0868926475 0.9991350000
55461.0890839306 0.9986120000
55461.0912752137 0.9992900000
55461.0934664968 0.9991660000
55461.0956577799 0.9988210000
55461.0978490630 0.9987970000
55461.1000403461 0.9991270000
55461.1022316292 0.9987580000
55461.1044229123 0.9983950000
55461.1066141954 0.9985300000
55461.1088054785 0.9987220000
55461.1109967615 0.9980220000
55461.1131880446 0.9986210000
55461.1153793277 0.9984970000
55461.1175706108 0.9979020000
55461.1197618939 0.9984070000
55461.1219531770 0.9984800000
55461.1241444601 0.9976890000
55461.1263357432 0.9977450000
55461.1285270263 0.9983600000
55461.1307183094 0.9971740000
55461.1329095925 0.9978040000
55461.1351008756 0.9983940000
55461.1372921587 0.9973020000
55461.1394834418 0.9974720000
55461.1416747249 0.9980300000
55461.1438660080 0.9965020000
55461.1460572911 0.9955280000
55461.1482485742 0.9954980000
55461.1504398572 0.9922330000
55461.1526311403 0.9912150000
55461.1548224234 0.9889260000
55461.1570137065 0.9840110000
55461.1592049896 0.9801420000
55461.1613962727 0.9767750000
55461.1635875558 0.9699530000
55461.1657788389 0.9624140000
55461.1679701220 0.9561710000
55461.1701614051 0.9487480000
55461.1723526882 0.9409310000
55461.1745439713 0.9324520000
55461.1767352544 0.9225820000
55461.1789265375 0.9149910000
55461.1811178206 0.9051340000
55461.1833091037 0.8951500000
55461.1855003867 0.8851090000
55461.1876916698 0.8715070000
55461.1898829529 0.8662070000
55461.1920742360 0.8511580000
55461.1942655191 0.8391560000
55461.1964568022 0.8325800000
55461.1986480853 0.8189080000
55461.2008393684 0.8056140000
55461.2030306515 0.7960470000
55461.2052219346 0.7820750000
55461.2074132177 0.7714130000
55461.2096045008 0.7599330000
55461.2117957839 0.7463530000
55461.2139870670 0.7383970000
55461.2161783501 0.7261490000
55461.2183696332 0.7133080000
55461.2205609162 0.7049330000
55461.2227521993 0.6960360000
55461.2249434824 0.6854420000
55461.2271347655 0.6765000000
55461.2293260486 0.6688840000
55461.2315173317 0.6629230000
55461.2337086148 0.6586170000
55461.2358998979 0.6545250000
55461.2380911810 0.6523390000
55461.2402824641 0.6520230000
55461.2424737472 0.6529900000
55461.2446650303 0.6552600000
55461.2468563134 0.6592170000
55461.2490475965 0.6646880000
55461.2512388796 0.6706630000
55461.2534301627 0.6783810000
55461.2556214458 0.6879120000
55461.2578127289 0.6951010000
55461.2600040119 0.7068140000
55461.2621952950 0.7185920000
55461.2643865781 0.7283280000
55461.2665778612 0.7414670000
55461.2687691443 0.7506200000
55461.2709604274 0.7628630000
55461.2731517105 0.7764220000
55461.2753429936 0.7850970000
55461.2775342767 0.7976620000
55461.2797255598 0.8121250000
55461.2819168429 0.8209680000
55461.2841081260 0.8308810000
55461.2862994091 0.8444520000
55461.2884906922 0.8560190000
55461.2906819753 0.8642570000
55461.2928732584 0.8773750000
55461.2950645414 0.8866250000
55461.2972558245 0.8975720000
55461.2994471076 0.9092870000
55461.3016383907 0.9162050000
55461.3038296738 0.9257320000
55461.3060209569 0.9353870000
55461.3082122400 0.9428760000
55461.3104035231 0.9501660000
55461.3125948062 0.9572890000
55461.3147860893 0.9648670000
55461.3169773724 0.9709540000
55461.3191686555 0.9752950000
55461.3213599386 0.9818100000
55461.3235512217 0.9857330000
55461.3257425048 0.9887510000
55461.3279337879 0.9927530000
55461.3301250709 0.9931690000
55461.3323163540 0.9950700000
55461.3345076371 0.9972310000
55461.3366989202 0.9974320000
55461.3388902033 0.9972900000
55461.3410814864 0.9986870000
55461.3432727695 0.9984480000
55461.3454640526 0.9976690000
55461.3476553357 0.9989960000
55461.3498466188 0.9989660000
55461.3520379019 0.9975850000
55461.3542291850 0.9992560000
55461.3564204681 0.9993870000
55461.3586117512 0.9986280000
55461.3608030343 0.9997670000
55461.3629943174 1.0000850000
55461.3651856005 0.9992320000
55461.3673768836 1.0001400000
55461.3695681666 1.0007220000
55461.3717594497 0.9992810000
55461.3739507328 1.0003720000
55461.3761420159 1.0011670000
55461.3783332990 1.0005840000
55461.3805245821 1.0006480000
55461.3827158652 1.0019250000
55461.3849071483 1.0012760000
55461.3870984314 1.0015960000
55461.3892897145 1.0025700000
55461.3914809976 1.0014950000
55461.3936722807 1.0019100000
55461.3958635638 1.0030160000
55461.3980548469 1.0029480000
55461.4002461300 1.0026960000
55461.4024374131 1.0038180000
55461.4046286961 1.0038490000
55461.4068199792 1.0033510000
55461.4090112623 1.0044240000
55461.4112025454 1.0045410000
55461.4133938285 1.0035590000
55461.4155851116 1.0048880000
55461.4177763947 1.0049450000
55461.4199676778 1.0048960000
55461.4221589609 1.0055100000
55461.4243502440 1.0059810000
55461.4265415271 1.0057470000
55461.4287328102 1.0061080000
55461.4309240933 1.0066330000
55461.4331153764 1.0059440000
55461.4353066595 1.0065870000
55461.4374979426 1.0069210000
55461.4396892256 1.0071150000
55461.4418805087 1.0073170000
55461.4440717918 1.0077310000
55461.4462630749 1.0080300000
55461.4484543580 1.0078950000
55461.4506456411 1.0082570000
55461.4528369242 1.0081160000
55461.4550282073 1.0082970000
55461.4572194904 1.0084090000
55461.4594107735 1.0092600000
55461.4616020566 1.0090320000
55461.4637933397 1.0089490000
55461.4659846228 1.0098440000
55461.4681759059 1.0095800000
55461.4703671890 1.0094620000
55461.4725584721 1.0100330000
55461.4747497552 1.0096820000
55461.4769410383 1.0096880000
55461.4791323213 1.0098640000
55461.4813236044 1.0104990000
55461.4835148875 1.0098270000
55461.4857061706 1.0107070000
55461.4878974537 1.0109800000
55461.4900887368 1.0102580000
55461.4922800199 1.0107700000
55461.4944713030 1.0107760000
55461.4966625861 1.0103470000
55461.4988538692 1.0105610000
55461.5010451523 1.0115180000
55461.5032364354 1.0109370000
55461.5054277185 1.0107850000
55461.5076190016 1.0119080000
55461.5098102847 1.0109140000
55461.5120015678 1.0108720000
55461.5141928508 1.0114450000
55461.5163841339 1.0108390000
55461.5185754170 1.0104780000
55461.5207667001 1.0118650000
55461.5229579832 1.0112920000
55461.5251492663 1.0103920000
55461.5273405494 1.0116530000
55461.5295318325 1.0112800000
55461.5317231156 1.0105280000
55461.5339143987 1.0112750000
55461.5361056818 1.0108730000
55461.5382969649 1.0102430000
55461.5404882480 1.0107310000
55461.5426795311 1.0110080000
55461.5448708142 1.0098090000
55461.5470620973 1.0107630000
55461.5492533803 1.0109660000
