# Mesh plot -- plane of sky (v, w) coordinates at phase 0.386620:
-0.025963	 0.042152
-0.028304	 0.040799
-0.025594	 0.039629
-0.023253	 0.040982
-0.023396	 0.044151
-0.029183	 0.043940
-0.032976	 0.041747
-0.032553	 0.038856
-0.028161	 0.036959
-0.022373	 0.037168
-0.018581	 0.039361
-0.019004	 0.042255
-0.020296	 0.045547
-0.026697	 0.046158
-0.032851	 0.045087
-0.037110	 0.042625
-0.038334	 0.039429
-0.036193	 0.036354
-0.031261	 0.034224
-0.024860	 0.033610
-0.018706	 0.034677
-0.014447	 0.037140
-0.013224	 0.040340
-0.015365	 0.043417
-0.017133	 0.046500
-0.023623	 0.047573
-0.030441	 0.047322
-0.036549	 0.045787
-0.041018	 0.043203
-0.043168	 0.039963
-0.042671	 0.036558
-0.039601	 0.033506
-0.034426	 0.031271
-0.027934	 0.030194
-0.021115	 0.030439
-0.015007	 0.031970
-0.010539	 0.034555
-0.008391	 0.037800
-0.008889	 0.041210
-0.011958	 0.044266
-0.014326	 0.047154
-0.021583	 0.048530
-0.029346	 0.048582
-0.036677	 0.047304
-0.042695	 0.044854
-0.046674	 0.041525
-0.048133	 0.037719
-0.046897	 0.033892
-0.043111	 0.030505
-0.037234	 0.027967
-0.029974	 0.026584
-0.022210	 0.026524
-0.014878	 0.027795
-0.008862	 0.030243
-0.004885	 0.033575
-0.003428	 0.037389
-0.004665	 0.041225
-0.008450	 0.044617
-0.011185	 0.047304
-0.018197	 0.048895
-0.025822	 0.049431
-0.033442	 0.048872
-0.040441	 0.047265
-0.046253	 0.044740
-0.050408	 0.041503
-0.052569	 0.037814
-0.052560	 0.033969
-0.050381	 0.030281
-0.046206	 0.027046
-0.040376	 0.024528
-0.033362	 0.022931
-0.025734	 0.022385
-0.018113	 0.022934
-0.011114	 0.024534
-0.005304	 0.027057
-0.001152	 0.030298
 0.001007	 0.033996
 0.000996	 0.037850
-0.001183	 0.041548
-0.005356	 0.044787
-0.008152	 0.047075
-0.014944	 0.048799
-0.022365	 0.049657
-0.029982	 0.049602
-0.037354	 0.048638
-0.044053	 0.046824
-0.049691	 0.044264
-0.053941	 0.041108
-0.056557	 0.037536
-0.057384	 0.033757
-0.056375	 0.029987
-0.053586	 0.026446
-0.049179	 0.023339
-0.043410	 0.020848
-0.036616	 0.019118
-0.029193	 0.018249
-0.021573	 0.018292
-0.014200	 0.019245
-0.007501	 0.021053
-0.001865	 0.023611
 0.002381	 0.026772
 0.004994	 0.030351
 0.005819	 0.034141
 0.004809	 0.037922
 0.002021	 0.041473
-0.002385	 0.044584
-0.005239	 0.046468
-0.047507	 0.045996
-0.052988	 0.043426
-0.057283	 0.040346
-0.060202	 0.036888
-0.061619	 0.033203
-0.061469	 0.029452
-0.059759	 0.025796
-0.056561	 0.022397
-0.052016	 0.019403
-0.046323	 0.016944
-0.039731	 0.015129
-0.032530	 0.014038
-0.025035	 0.013718
-0.017575	 0.014184
-0.010476	 0.015414
-0.004047	 0.017357
 0.001432	 0.019926
 0.005722	 0.023010
 0.008638	 0.026475
 0.010052	 0.030171
 0.009901	 0.033935
 0.008191	 0.037602
 0.004995	 0.041011
 0.000452	 0.044011
-0.056125	 0.042230
-0.060427	 0.039224
-0.063551	 0.035875
-0.065392	 0.032298
-0.065883	 0.028612
-0.065009	 0.024943
-0.062798	 0.021415
-0.059324	 0.018149
-0.054705	 0.015257
-0.049099	 0.012836
-0.042698	 0.010970
-0.035722	 0.009723
-0.028408	 0.009137
-0.021007	 0.009232
-0.013770	 0.010006
-0.006945	 0.011430
-0.000762	 0.013458
 0.004568	 0.016021
 0.008866	 0.019031
 0.011987	 0.022387
 0.013824	 0.025975
 0.014314	 0.029674
 0.013440	 0.033356
 0.011230	 0.036896
 0.007758	 0.040171
 0.003141	 0.043068
-0.061461	 0.039178
-0.065395	 0.035890
-0.068128	 0.032312
-0.069576	 0.028552
-0.069694	 0.024723
-0.068476	 0.020940
-0.065959	 0.017320
-0.062219	 0.013971
-0.057370	 0.010997
-0.051558	 0.008487
-0.044962	 0.006519
-0.037783	 0.005153
-0.030241	 0.004429
-0.022566	 0.004371
-0.014991	 0.004980
-0.007746	 0.006237
-0.001052	 0.008104
 0.004891	 0.010524
 0.009903	 0.013425
 0.013832	 0.016719
 0.016561	 0.020306
 0.018006	 0.024078
 0.018123	 0.027921
 0.016907	 0.031718
 0.014393	 0.035352
 0.010655	 0.038710
-0.068115	 0.034156
-0.071022	 0.030717
-0.072816	 0.027094
-0.073453	 0.023375
-0.072916	 0.019650
-0.071217	 0.016013
-0.068398	 0.012552
-0.064526	 0.009353
-0.059698	 0.006494
-0.054032	 0.004048
-0.047670	 0.002073
-0.040768	 0.000621
-0.033499	-0.000275
-0.026041	-0.000592
-0.018580	-0.000322
-0.011299	 0.000528
-0.004377	 0.001938
 0.002017	 0.003871
 0.007725	 0.006281
 0.012610	 0.009108
 0.016551	 0.012285
 0.019453	 0.015732
 0.021245	 0.019367
 0.021881	 0.023099
 0.021346	 0.026837
 0.019650	 0.030489
 0.016833	 0.033963
-0.072494	 0.030141
-0.075033	 0.026552
-0.076474	 0.022815
-0.076783	 0.019012
-0.075953	 0.015227
-0.074000	 0.011545
-0.070967	 0.008049
-0.066922	 0.004816
-0.061956	 0.001920
-0.056179	-0.000575
-0.049722	-0.002612
-0.042729	-0.004145
-0.035360	-0.005141
-0.027778	-0.005577
-0.020154	-0.005443
-0.012659	-0.004742
-0.005460	-0.003492
 0.001283	-0.001719
 0.007420	 0.000537
 0.012816	 0.003226
 0.017352	 0.006288
 0.020927	 0.009655
 0.023462	 0.013252
 0.024901	 0.017002
 0.025211	 0.020818
 0.024383	 0.024618
 0.022434	 0.028314
 0.019406	 0.031824
-0.076456	 0.025761
-0.078628	 0.022066
-0.079725	 0.018254
-0.079724	 0.014403
-0.078624	 0.010589
-0.076446	 0.006892
-0.073235	 0.003386
-0.069054	 0.000143
-0.063989	-0.002770
-0.058145	-0.005294
-0.051640	-0.007377
-0.044608	-0.008976
-0.037195	-0.010058
-0.029550	-0.010602
-0.021832	-0.010597
-0.014198	-0.010043
-0.006802	-0.008951
 0.000205	-0.007345
 0.006681	-0.005256
 0.012496	-0.002728
 0.017533	 0.000189
 0.021691	 0.003435
 0.024886	 0.006946
 0.027054	 0.010651
 0.028151	 0.014474
 0.028152	 0.018340
 0.027057	 0.022167
 0.024884	 0.025879
-0.079972	 0.021071
-0.081783	 0.017309
-0.082552	 0.013459
-0.082263	 0.009591
-0.080921	 0.005778
-0.078550	 0.002091
-0.075192	-0.001402
-0.070911	-0.004634
-0.065787	-0.007546
-0.059915	-0.010082
-0.053405	-0.012194
-0.046381	-0.013844
-0.038973	-0.015000
-0.031322	-0.015641
-0.023570	-0.015754
-0.015863	-0.015340
-0.008344	-0.014404
-0.001153	-0.012966
 0.005577	-0.011052
 0.011723	-0.008698
 0.017170	-0.005947
 0.021820	-0.002851
 0.025586	 0.000535
 0.028399	 0.004146
 0.030208	 0.007918
 0.030978	 0.011780
 0.030693	 0.015661
 0.029357	 0.019488
-0.083019	 0.016125
-0.084484	 0.012332
-0.084945	 0.008475
-0.084394	 0.004620
-0.082838	 0.000833
-0.080303	-0.002822
-0.076833	-0.006280
-0.072486	-0.009483
-0.067337	-0.012376
-0.061474	-0.014907
-0.054999	-0.017035
-0.048023	-0.018721
-0.040668	-0.019937
-0.033060	-0.020663
-0.025330	-0.020886
-0.017611	-0.020602
-0.010036	-0.019817
-0.002733	-0.018545
 0.004173	-0.016808
 0.010566	-0.014635
 0.016336	-0.012064
 0.021387	-0.009138
 0.025634	-0.005908
 0.029006	-0.002427
 0.031444	 0.001246
 0.032909	 0.005049
 0.033372	 0.008916
 0.032827	 0.012784
 0.031278	 0.016584
-0.085582	 0.010976
-0.086720	 0.007183
-0.086897	 0.003348
-0.086110	-0.000468
-0.084370	-0.004207
-0.081703	-0.007808
-0.078151	-0.011214
-0.073770	-0.014371
-0.068629	-0.017228
-0.062810	-0.019741
-0.056405	-0.021869
-0.049517	-0.023579
-0.042255	-0.024843
-0.034736	-0.025641
-0.027077	-0.025961
-0.019401	-0.025799
-0.011830	-0.025157
-0.004482	-0.024046
 0.002528	-0.022484
 0.009089	-0.020495
 0.015100	-0.018112
 0.020466	-0.015371
 0.025106	-0.012316
 0.028947	-0.008993
 0.031929	-0.005456
 0.034006	-0.001758
 0.035145	 0.002043
 0.035327	 0.005888
 0.034546	 0.009715
-0.088486	 0.001910
-0.088405	-0.001877
-0.087410	-0.005633
-0.085514	-0.009302
-0.082745	-0.012831
-0.079142	-0.016168
-0.074757	-0.019263
-0.069655	-0.022072
-0.063912	-0.024552
-0.057610	-0.026668
-0.050844	-0.028387
-0.043713	-0.029686
-0.036322	-0.030545
-0.028780	-0.030951
-0.021197	-0.030900
-0.013685	-0.030392
-0.006352	-0.029435
 0.000695	-0.028044
 0.007353	-0.026239
 0.013526	-0.024046
 0.019127	-0.021498
 0.024075	-0.018632
 0.028298	-0.015489
 0.031737	-0.012114
 0.034342	-0.008555
 0.036076	-0.004864
 0.036912	-0.001094
 0.036837	 0.002701
-0.089708	-0.002369
-0.089626	-0.006231
-0.088612	-0.010061
-0.086680	-0.013802
-0.083857	-0.017401
-0.080183	-0.020804
-0.075713	-0.023960
-0.070512	-0.026824
-0.064656	-0.029353
-0.058232	-0.031509
-0.051334	-0.033262
-0.044063	-0.034585
-0.036528	-0.035460
-0.028839	-0.035873
-0.021108	-0.035820
-0.013449	-0.035300
-0.005973	-0.034324
 0.001210	-0.032904
 0.007998	-0.031063
 0.014292	-0.028827
 0.020001	-0.026229
 0.025045	-0.023306
 0.029351	-0.020102
 0.032857	-0.016662
 0.035513	-0.013034
 0.037281	-0.009273
 0.038134	-0.005430
 0.038059	-0.001563
-0.090528	-0.006730
-0.090445	-0.010643
-0.089419	-0.014523
-0.087462	-0.018313
-0.084603	-0.021959
-0.080882	-0.025406
-0.076355	-0.028603
-0.071087	-0.031504
-0.065156	-0.034066
-0.058649	-0.036250
-0.051662	-0.038024
-0.044298	-0.039364
-0.036666	-0.040249
-0.028878	-0.040666
-0.021048	-0.040611
-0.013291	-0.040084
-0.005719	-0.039094
 0.001556	-0.037655
 0.008430	-0.035789
 0.014805	-0.033523
 0.020587	-0.030891
 0.025696	-0.027931
 0.030057	-0.024686
 0.033608	-0.021202
 0.036299	-0.017529
 0.038090	-0.013720
 0.038954	-0.009830
 0.038879	-0.005914
-0.090857	-0.015084
-0.089823	-0.018989
-0.087854	-0.022805
-0.084977	-0.026475
-0.081233	-0.029944
-0.076677	-0.033163
-0.071376	-0.036082
-0.065407	-0.038660
-0.058858	-0.040857
-0.051827	-0.042643
-0.044416	-0.043990
-0.036735	-0.044880
-0.028898	-0.045299
-0.021018	-0.045242
-0.013211	-0.044711
-0.005592	-0.043713
 0.001730	-0.042264
 0.008648	-0.040385
 0.015062	-0.038104
 0.020882	-0.035455
 0.026022	-0.032476
 0.030411	-0.029210
 0.033985	-0.025704
 0.036693	-0.022009
 0.038495	-0.018177
 0.039366	-0.014263
-0.090857	-0.019524
-0.089823	-0.023431
-0.087854	-0.027248
-0.084977	-0.030918
-0.081233	-0.034388
-0.076677	-0.037607
-0.071376	-0.040527
-0.065407	-0.043104
-0.058858	-0.045302
-0.051827	-0.047087
-0.044416	-0.048434
-0.036735	-0.049323
-0.028898	-0.049741
-0.021018	-0.049683
-0.013211	-0.049150
-0.005592	-0.048151
 0.001730	-0.046701
 0.008648	-0.044821
 0.015062	-0.042540
 0.020882	-0.039890
 0.026022	-0.036911
 0.030411	-0.033645
 0.033985	-0.030139
 0.036693	-0.026445
 0.038495	-0.022614
 0.039366	-0.018701
-0.090445	-0.023935
-0.089419	-0.027818
-0.087462	-0.031612
-0.084603	-0.035260
-0.080882	-0.038709
-0.076355	-0.041907
-0.071087	-0.044809
-0.065156	-0.047370
-0.058649	-0.049553
-0.051662	-0.051327
-0.044298	-0.052665
-0.036666	-0.053547
-0.028878	-0.053962
-0.021048	-0.053903
-0.013291	-0.053373
-0.005719	-0.052379
 0.001556	-0.050937
 0.008430	-0.049068
 0.014805	-0.046801
 0.020587	-0.044167
 0.025696	-0.041206
 0.030057	-0.037961
 0.033608	-0.034478
 0.036299	-0.030807
 0.038090	-0.027001
-0.088612	-0.032122
-0.086680	-0.035868
-0.083857	-0.039471
-0.080183	-0.042876
-0.075713	-0.046035
-0.070512	-0.048900
-0.064656	-0.051428
-0.058232	-0.053584
-0.051334	-0.055335
-0.044063	-0.056655
-0.036528	-0.057525
-0.028839	-0.057934
-0.021108	-0.057876
-0.013449	-0.057351
-0.005973	-0.056369
 0.001210	-0.054944
 0.007998	-0.053099
 0.014292	-0.050859
 0.020001	-0.048258
 0.025045	-0.045334
 0.029351	-0.042130
 0.032857	-0.038691
 0.035513	-0.035068
 0.037281	-0.031311
-0.087410	-0.036314
-0.085514	-0.039989
-0.082745	-0.043523
-0.079142	-0.046864
-0.074757	-0.049963
-0.069655	-0.052773
-0.063912	-0.055253
-0.057610	-0.057367
-0.050844	-0.059084
-0.043713	-0.060379
-0.036322	-0.061232
-0.028780	-0.061632
-0.021197	-0.061574
-0.013685	-0.061059
-0.006352	-0.060095
 0.000695	-0.058697
 0.007353	-0.056885
 0.013526	-0.054688
 0.019127	-0.052137
 0.024075	-0.049268
 0.028298	-0.046125
 0.031737	-0.042752
 0.034342	-0.039198
 0.036076	-0.035514
-0.084370	-0.043312
-0.081703	-0.046920
-0.078151	-0.050331
-0.073770	-0.053492
-0.068629	-0.056352
-0.062810	-0.058864
-0.056405	-0.060991
-0.049517	-0.062696
